ISO3,Year,Heritage_Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,fraser_Score,Size_of_Government,Legal_System_and_Property,Sound_Money,Free_Trade,Regulation,Access to clean fuels and technologies for cooking (% of population),"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),"Children in employment, work only (% of children in employment, ages 7-14)",Consumer price index (2010 = 100),Coverage of social insurance programs (% of population),Coverage of social insurance programs in poorest quintile (% of population),Coverage of social safety net programs (% of population),Coverage of social safety net programs in poorest quintile (% of population),Coverage of unemployment benefits and ALMP in poorest quintile (% of population),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Exports of goods and services (constant 2015 US$),GDP (constant 2015 US$),GDP growth (annual %),GDP per capita (constant 2015 US$),GDP per capita growth (annual %),GNI (constant 2015 US$),GNI growth (annual %),GNI per capita (constant 2015 US$),GNI per capita growth (annual %),Gini index,Income share held by highest 10%,Income share held by lowest 10%,Marine protected areas (% of territorial waters),Poverty gap at $3.65 a day (2017 PPP) (%),Poverty gap at $6.85 a day (2017 PPP) (%),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Poverty headcount ratio at societal poverty line (% of population),Proportion of people living below 50 percent of median income (%),Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Prosperity gap (average shortfall from a prosperity standard of $25/day),"School enrollment, primary (% net)","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
CHN,2018,57.8,46.7,47.3,65.4,70.4,71.6,85.9,54.9,61.4,71.4,73.2,25.0,20.0,6.179934959,4.987666646,4.91182244,8.251861064,6.92542688,5.812954926,79.5,,,11572.4164,8.249747926,,121.5588779,,,,,,,,13493400000000.0,6.749773832,9619.209475,6.251700556,13434600000000.0,6.41743299,9577.293846,5.92091035,38.5,29.4,2.7,5.406831896,0.7,7.9,4.9,27.9,1.7,23.3,14.8,2.95,4.68,10.3,23.93,24.33,6.94,2.9,,,4.31
COL,2018,68.9,60.7,33.4,36.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0,6.659816794,6.616490973,4.845833113,8.021546477,6.842637079,6.978957615,91.4,,,82.0012,1.672658743,,136.151216,10.73055521,0.627553275,22.16487935,45.72827461,,53.63000107,47315948444.0,311479000000.0,2.564324283,6353.546429,0.695264947,303615000000.0,1.7314593,6193.12488,-0.122422496,50.4,39.7,1.4,17.06988628,4.3,13.1,12.2,33.9,,28.4,20.4,,,,,,,4.3,92.91999,,9.36
COM,2018,56.2,36.7,27.5,28.2,59.7,77.8,96.6,57.5,58.7,81.2,74.9,45.0,30.0,6.506707303,6.856248131,,6.94046615,6.410433266,6.267094413,7.4,,,0.2787,0.361202193,,,,,,,,,141840838.7,1073934227.0,3.642451138,1391.845704,1.638214415,1079748846.0,3.713538195,1399.381597,1.70792679,,,,0.022636403,,,,,,,,,,,,,,,80.75383,,3.942
COD,2018,52.1,24.1,27.3,23.9,73.2,94.8,99.1,60.2,47.8,60.3,64.6,30.0,20.0,4.810417495,7.850499385,2.342501084,3.462636729,5.564690081,4.855249055,3.9,,,3.1027,0.034456204,,,,,,,,48.3300209,12779604369.0,42619016591.0,5.8211211,473.2940774,2.337633681,41055313556.0,4.598057565,455.928792,1.154831735,,,,0.236439195,,,,,,,,,,,,,,,,,4.618
COG,2018,38.9,32.4,24.6,28.2,60.8,33.4,6.2,31.3,34.1,73.8,61.9,50.0,30.0,4.850081633,6.427875782,2.810584811,5.004796752,5.820179777,4.205597428,31.8,,,6.3865,1.164756987,,122.0480274,,,,,,,6561866263.0,10472514332.0,-2.304317801,1909.956038,-4.658139749,9886182196.0,3.879295308,1803.021966,1.376489046,,,,3.211702973,,,,,,,,,,,,,,,,,20.701
CRI,2018,65.6,54.8,51.8,57.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0,7.669908016,7.62786458,6.371550029,9.584959351,8.181729059,6.598376392,95.3,,,8.4537,1.705125118,,126.2005219,18.2350286,6.440812353,54.7717799,85.63347769,18.54541257,46.06000137,20781883590.0,62862779083.0,2.615904404,12679.52536,1.691934104,59506909240.0,2.454577555,12002.64093,1.013905739,48.0,36.3,1.5,0.833447452,1.4,4.8,4.0,13.9,22.9,23.6,19.3,0.26,1.22,0.9,11.22,7.41,1.13,2.4,97.33255,25.65,9.01
CIV,2018,62.0,39.4,36.6,44.2,76.4,84.6,80.8,62.1,47.6,73.6,73.7,75.0,50.0,6.089661017,6.722517548,4.454678381,6.954794175,5.81054573,6.526483586,32.1,,,12.3429,0.449418229,,112.8561412,3.086869172,0.590418007,24.40067529,23.59229561,,,14063721298.0,55294253264.0,4.843146059,2013.323076,2.053348748,53797231142.0,5.021890229,1958.814895,2.22733667,37.2,29.0,2.9,0.074565977,12.0,34.5,39.7,75.6,39.5,34.3,12.0,2.46,2.2,25.61,12.18,8.33,0.56,6.7,90.32837,5.66,2.85
HRV,2018,61.0,65.9,40.5,56.5,66.0,32.5,67.2,58.9,43,79.1,87.4,75.0,60.0,7.309661017,5.659124241,5.914118067,9.540622995,8.408054871,7.00320575,100.0,,,17.7644,4.453597909,,108.9745884,,,,,,93.09700012,27481005203.0,56085044234.0,2.904681493,14060.71895,4.262511704,55481154706.0,2.109527178,13909.32171,3.456865305,29.7,22.7,2.9,8.541084909,0.4,1.0,0.7,2.7,18.3,14.1,11.5,,,,,,,1.4,,,8.432
CUB,2018,31.9,29.7,38.1,10.0,49.0,0.0,64.4,20.0,20,66.4,64.7,10.0,10.0,,,,,,,94.2,,,26.848,2.391352794,,,,,,,,,11709504995.0,91169039693.0,2.247948541,8120.431236,2.436568386,89800589268.0,2.180323098,7998.543283,2.368818193,,,,4.324950526,,,,,,,,,,,,,,,97.73994,,1.7
CYP,2018,67.8,71.2,41.3,56.7,75.2,52.9,79.3,77.0,55.7,83.0,86.9,75.0,60.0,7.809628647,7.473685313,6.529538795,9.037817269,8.76295465,7.246050279,100.0,,,7.2127,5.675997472,,102.2549751,,,,,,81.76999664,17785514084.0,23845498647.0,6.271667304,27406.47656,4.983191499,22972804195.0,5.645714213,26403.45898,4.364835646,32.7,27.2,3.5,0.122715524,0.0,0.1,0.1,0.2,14.7,9.1,7.5,,,,,,,0.7,,,8.504
CZE,2018,74.2,73.0,51.1,57.9,82.9,48.6,96.2,72.5,76.8,85.2,86.9,80.0,80.0,7.979569191,6.681590532,7.271037747,9.413002325,8.801824238,7.719992734,100.0,,,109.3389,10.28594926,,113.2503136,,,,,,99.80926514,174672000000.0,209799000000.0,2.830305894,19736.62953,2.486987712,194463000000.0,3.019070944,18293.95959,2.575506735,25.0,21.5,4.2,,0.0,0.1,0.0,0.2,10.1,6.2,4.9,0.0,1.48,0.0,8.1,3.85,0.68,0.8,,,2.246
DNK,2018,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0,8.249713574,5.279340718,9.01774087,9.657158506,8.873575944,8.433781916,100.0,,,33.6544,5.808856476,,109.5170074,,,,,,93.80999756,189211000000.0,326501000000.0,1.860007489,56355.0733,1.356196001,334207000000.0,2.448995378,57685.14887,1.610620621,28.2,23.5,3.7,17.84899253,0.2,0.2,0.2,0.3,,7.7,6.6,,,,,,,0.7,,,5.131
DJI,2018,45.1,19.0,29.0,13.8,69.8,27.2,18.0,51.7,58.9,69.5,54.9,80.0,50.0,6.979493824,5.278077982,,9.830522078,6.345159813,6.754813498,9.8,,,0.7183,0.670129734,,116.3877187,,,,,,,4423070454.0,2869607134.0,4.774416888,2677.167015,3.108691708,2849598977.0,4.374425876,2658.500634,2.715059834,,,,0.16786746,,,,,,,,,,,,,,,61.80335,,26.184
DMA,2018,64.5,48.6,49.9,69.2,72.9,64.8,85.2,71.7,57.7,86.6,62.6,75.0,30.0,,,,,,,88.5,,,0.0749,1.098659313,,103.8696284,,,,,,,,537309039.6,3.547584418,7881.436319,4.036661224,,,,,,,,0.105277967,,,,,,,,,,,,,,,,,
DOM,2018,61.6,51.7,26.2,23.1,84.6,90.6,90.5,53.2,54.3,77.1,72.4,75.0,40.0,7.409877217,8.806132106,4.742161645,9.292212117,8.246290178,5.984589995,90.7,,,25.6208,2.376245043,,129.8216787,5.521921606,2.084283763,49.91939373,66.11934885,,62.70000076,20213306739.0,84993384866.0,6.982527585,7882.857269,5.839381933,81347016271.0,7.504305121,7544.668559,6.355584094,43.7,35.1,2.3,17.95790555,0.9,6.3,4.2,22.2,22.8,21.6,14.2,0.23,1.75,1.34,11.67,8.17,0.94,2.8,92.71356,,5.861
ECU,2018,48.5,36.7,30.2,23.3,79.4,52.5,47.0,55.6,43.7,70.1,68.8,35.0,40.0,6.469463415,6.753712739,4.525900529,8.463326655,6.746977568,5.848028695,94.5,,,41.3717,2.42655714,,123.8133158,12.488808,3.789692504,19.97882209,45.00341598,0.799338994,50.99000168,21967388811.0,103373000000.0,1.044295547,6063.095674,-0.674558036,100584000000.0,0.621882614,5899.522314,-1.089785349,45.4,34.4,1.6,13.34617183,3.1,10.3,9.7,27.8,23.2,26.5,19.3,,,,,,,3.4,90.94167,15.66,3.53
EGY,2018,53.4,32.7,32.2,52.5,84.2,65.1,1.2,71.5,51.5,69.6,70.9,60.0,50.0,5.290130354,5.399466711,3.385258346,6.958789646,6.120523157,4.584577185,99.9,,,256.5749,2.427799169,,264.3750554,,,,,,49.44561386,90329366322.0,377141000000.0,5.331108619,3568.639663,3.351667532,368237000000.0,4.740033364,3484.388161,2.771700095,,,,4.951488842,,,,,,,,,,,,,,,97.03257,,9.855
SLV,2018,63.2,37.3,25.2,35.4,78.9,86.3,78.5,58.2,52.9,79.8,86.4,80.0,60.0,7.299586895,8.412095015,4.178383136,9.632696094,7.920321457,6.348571651,89.7,,,7.099,1.141353743,,111.1446336,5.819461855,1.466511231,80.62006304,91.45367803,2.07267825,45.31000137,7271045763.0,25166352436.0,2.412444224,4046.162917,2.309139463,23754613791.0,2.369884678,3819.188247,2.266622848,38.6,29.4,2.4,0.705446691,2.3,10.8,9.0,33.0,,24.5,15.3,,0.63,,6.17,3.41,1.03,3.4,80.99537,,4.006
GNQ,2018,42.0,29.8,26.2,17.6,69.6,61.0,19.1,45.6,29.8,81.7,53.8,40.0,30.0,,,,,,,23.3,,,4.6826,2.896892024,,122.4725555,,,,,,,6173975528.0,10634279339.0,-6.236544067,6578.900398,-9.370419052,7934196035.0,-5.126539039,4908.492977,-8.297513947,,,,0.235115094,,,,,,,,,,,,,,,,,7.967
ERI,2018,41.7,35.5,23.4,13.8,79.9,75.6,0.0,56.7,65.7,60.9,69.2,0.0,20.0,,,,,,,10.1,,,0.655,0.205151656,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,51.45515,,5.511
EST,2018,78.8,80.4,75.7,83.9,80.7,52.6,99.8,75.6,54.8,85.1,86.9,90.0,80.0,8.089453125,6.477485002,7.845896725,8.900964495,8.952562117,8.286616197,100.0,,,22.3588,16.91315356,,119.4227472,,,,,,99.2766037,20042270813.0,26326305514.0,3.69969444,19914.34459,3.339406253,25658876925.0,4.0354653,19409.47303,4.630589932,30.3,22.4,3.1,18.62044238,0.3,0.5,0.5,1.1,21.7,11.6,9.9,,,,,,,1.1,,,5.412
SWZ,2018,55.9,55.3,26.9,35.3,74.8,65.2,39.7,61.1,69.5,73.2,79.7,50.0,40.0,5.429981584,5.585080796,3.137876878,7.427372014,5.532292113,5.491068331,47.7,,,1.1101,0.949672735,,162.5975556,,,,,,,,4145651842.0,0.769171434,3546.538619,-0.15616816,,,,,,,,,,,,,,,,,,,,,,,,,26.369
ETH,2018,52.8,31.1,37.7,37.6,76.5,90.6,85.5,40.2,51.3,67.1,60.7,35.0,20.0,5.349790476,5.938194128,4.463489247,5.210863687,5.076525902,6.069421292,6.0,,,17.4652,0.155020028,,278.4913844,1.208008039,0.086650729,21.09044394,30.01384484,,,6304737136.0,82721144195.0,6.816147797,734.2277266,3.97407547,82351371563.0,6.979631587,730.9456478,4.133209424,,,,,,,,,,,,,0.81,,9.61,3.48,0.57,,,,2.802
FJI,2018,62.0,68.3,34.8,47.1,81.4,68.2,63.0,62.8,70.8,74.1,68.8,55.0,50.0,6.07985,6.133708485,4.42410695,6.602740111,6.058610141,7.192534779,47.3,,,1.8451,2.011709806,,129.9923489,,,,,,,,5246466346.0,3.81235097,5720.214512,3.99107238,,,,,,,,0.924879431,,,,,,,,,,,,,,,,,4.335
FIN,2018,74.1,89.0,89.8,82.7,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0,8.009822335,5.110890577,8.813946989,9.159962747,8.603810324,8.350890472,100.0,,,47.4348,8.600232979,,111.1929914,,,,,,88.21224976,96413341657.0,250059000000.0,1.19297773,45337.24111,1.058843289,252713000000.0,1.551322181,45818.50902,1.626921659,27.3,22.6,3.8,10.50996336,0.1,0.1,0.1,0.2,11.6,7.7,6.8,,,,,,,0.6,,,7.361
FRA,2018,63.9,84.0,65.1,72.7,47.3,2.7,60.8,80.2,45,81.6,81.9,75.0,70.0,7.599853333,5.109006966,7.441263354,9.146850483,8.83342541,7.453248994,100.0,,,328.6302,4.893363369,,108.8423164,,,,,,84.93289948,856380000000.0,2556210000000.0,1.645908729,38062.4436,1.282166042,2612000000000.0,1.697407411,38893.10522,1.05822179,32.4,26.7,3.2,45.04579539,0.0,0.1,0.1,0.1,,11.2,10.0,,,,,,,0.6,,,9.018
GAB,2018,58.0,29.9,33.4,27.8,74.3,84.6,92.3,49.3,61.7,81.4,60.9,60.0,40.0,5.309943289,6.714615369,2.467990452,6.231043874,5.827918518,5.292037032,88.8,,,5.2577,2.376557077,,119.678372,,,,,,,6741195234.0,14876945090.0,0.837916581,6724.596143,-1.688047436,13532353834.0,-2.460405424,6116.821286,-4.903747318,,,,28.82717662,,,,,,,,,,,,,,,,,20.439
GMB,2018,52.3,34.4,36.8,38.8,71.9,74.0,0.0,54.2,64,63.2,64.7,75.0,50.0,7.049708455,8.315751561,4.58116105,8.811591081,6.798142975,6.751589357,1.8,,,0.5171,0.215491375,,161.255982,,,,,,28.86782074,381044722.3,1579264609.0,7.234890333,658.1278333,4.667874305,1551629642.0,7.362244994,646.6114978,4.792180318,,,,0.069677127,,,,,,,,,,,,,,,76.81635,,4.127
GEO,2018,76.2,62.8,61.8,64.2,87.0,73.3,91.8,86.9,77.3,79.6,89.4,80.0,60.0,7.949621904,7.764927525,6.221501739,8.997598154,8.755627602,8.001087767,86.0,,,11.1345,2.987885038,,127.4284917,,,63.56728861,75.75434106,,93.14199829,7953358191.0,17565660917.0,6.062036413,4713.653548,6.103447451,16894737952.0,7.228764798,4533.614868,7.270631376,36.4,27.5,2.4,0.6677561,5.8,20.5,19.6,53.9,20.1,27.6,14.6,4.06,5.2,11.19,14.96,29.99,8.16,5.0,96.43624,,12.667
DEU,2018,74.2,81.0,75.3,78.0,61.3,41.3,90.8,86.1,53.3,86.2,86.9,80.0,70.0,7.989756722,6.038645818,8.111429065,9.171363784,8.650368172,7.972018303,100.0,,,747.2145,9.012815294,,111.2466294,,,,,,96.33000183,1587120000000.0,3637410000000.0,1.116443109,43874.01309,0.813017364,3672970000000.0,2.06525019,44302.96511,1.241588026,31.9,24.9,3.1,45.35739604,0.1,0.1,0.2,0.2,,12.0,10.7,,,,,,,0.6,,,3.384
GHA,2018,56.0,48.9,32.9,43.7,83.5,79.0,9.5,59.5,56.2,63.7,65.1,70.0,60.0,6.359329983,8.260007222,5.109554379,5.266828818,6.674665747,6.49917258,25.9,,,19.1324,0.624474808,,259.886389,,,,,,,22698739740.0,58648304059.0,6.200077681,1914.260019,4.018953383,56019300786.0,6.588632056,1828.450277,4.399527675,,,,0.09740621,,,,,,,,,,,,,,,84.48045,,3.253
GRC,2018,57.3,52.3,37.9,59.0,60.4,20.9,70.5,74.4,54.4,81.0,81.9,55.0,40.0,6.95983965,5.019367184,5.981811649,9.032740855,7.890755952,6.852065216,100.0,,,66.5823,6.203580734,,101.6921254,,,,,,72.26712036,73863508468.0,201446000000.0,2.064672533,18769.03901,2.271951777,196392000000.0,1.461622633,18298.15265,0.368079935,32.9,24.9,2.7,4.517865365,0.1,0.8,0.3,3.7,17.9,17.0,13.8,,,,,,,1.5,,,19.179
GTM,2018,63.4,40.4,27.3,33.1,79.2,95.3,95.3,57.3,48.3,77.6,87.2,70.0,50.0,7.609785523,9.221328157,4.548974596,9.339272258,8.402079589,6.558134134,42.0,,,18.7548,1.113329615,,137.8220029,,,,,,32.65101242,12763020049.0,68060138938.0,3.4068734,4040.212015,1.698362986,66667181844.0,3.472682418,3957.522763,1.763084693,,,,0.900143644,,,,,,,,,,,,,,,86.88631,,2.283
GIN,2018,52.2,32.4,26.9,28.2,65.9,80.6,61.0,54.1,54,71.8,61.2,50.0,40.0,5.530177305,6.173630539,2.968819772,6.720458478,6.013329158,5.749570909,0.9,,,3.2467,0.255549607,,240.1351293,,,,,,12.63000011,4658211610.0,11433119224.0,6.358491927,899.907328,3.687008739,11253678411.0,5.160042796,885.7834394,2.518661921,29.6,23.1,3.5,0.529571455,14.3,40.8,46.6,86.8,43.7,34.0,9.7,2.51,2.05,41.79,15.33,1.5,0.03,7.6,,,4.787
GNB,2018,56.9,31.1,27.3,53.5,86.4,85.6,87.1,47.8,61.1,77.4,65.2,30.0,30.0,5.190243902,6.655878209,2.310829569,6.272648981,5.769796903,4.924156465,1.1,,,0.3021,0.157166283,,112.4407935,,,,,,18.36344719,419533309.0,1319485332.0,3.761453596,686.4568198,1.32710524,1271382692.0,-1.030689682,661.4316188,-3.352609524,34.8,27.6,3.3,10.00941245,19.5,45.7,56.8,87.2,47.7,40.0,9.0,1.94,2.27,45.0,12.72,5.05,0.37,8.5,,4.21,3.127
GUY,2018,58.7,42.1,34.8,42.5,68.4,70.8,73.8,60.3,70.5,79.3,71.5,60.0,30.0,6.06916221,4.168913297,4.683440539,8.291652528,6.461301165,6.738019102,100.0,,,2.5808,3.260413666,,113.8158754,,,,,,72.14649963,,4813377726.0,4.440912885,6080.906121,1.396045628,,,,,,,,0.012712372,,,,,,,,,,,,,,,,,13.627
HTI,2018,55.8,25.1,24.6,42.5,80.1,85.6,83.6,48.3,64.1,68.9,71.9,45.0,30.0,6.059906724,7.830169307,2.231813633,6.390116076,7.627070625,6.20907598,4.1,,,3.557,0.324473868,,179.2910955,,,,,,,1656636106.0,15756778638.0,1.667810955,1437.352519,0.32667856,15807021116.0,1.572381126,1441.935699,0.232507576,,,,0.0,,,,,,,,,,,,,,,,,13.878
HND,2018,60.6,44.3,28.2,34.5,82.8,76.6,87.4,58.5,31.9,73.8,84.4,65.0,60.0,7.04981241,8.954048241,3.760179302,8.969349881,7.167389381,6.420149082,47.6,,,8.9964,0.92127051,,144.0550973,3.296445989,0.469337656,17.90901821,30.03288687,,29.11000061,10162649116.0,23730778961.0,3.84499477,2430.135037,1.961968725,21914573722.0,2.215242721,2244.147716,0.341978491,48.9,35.3,1.1,4.157067601,11.6,24.6,27.2,51.3,61.9,34.1,24.5,,,,,,,6.4,,,5.648
HKG,2018,90.2,92.5,82.8,84.3,93.1,90.2,100.0,96.3,89.4,84.3,90.0,90.0,90.0,9.049452852,8.641857825,8.14455999,9.435417379,9.612631289,9.418428488,,,,44.059,5.911896519,,130.8740707,,,,,,,669497000000.0,337457000000.0,2.846927701,45280.49554,2.027199351,355971000000.0,,47764.68559,2.714232925,,,,,,,,,,,,,,,,,,,95.45476,,2.805
HUN,2018,66.7,57.6,36.4,57.1,78.6,29.4,82.4,61.8,68.7,91.6,86.9,80.0,70.0,7.409593268,5.912278369,6.30647973,9.285078853,8.560120743,6.990835658,100.0,,,50.9078,5.207658607,,117.7121264,,,,,,97.70098877,127129000000.0,140547000000.0,5.362348362,14377.42416,5.496018792,133504000000.0,5.539819447,13656.86219,4.703301069,29.6,23.2,3.1,,0.2,1.0,0.7,2.8,12.3,13.4,10.9,,2.45,,15.66,12.31,0.91,1.4,,,3.708
ISL,2018,77.0,86.7,77.3,72.6,72.1,44.2,94.3,89.5,61.8,81.7,88.5,85.0,70.0,7.979821656,6.146069304,8.723581457,9.427648158,7.864710521,7.733779396,100.0,,,3.3139,9.3952444,,125.2289655,,,,,,99.25955963,10593285764.0,20351227274.0,4.889172995,57697.80442,2.11737324,,,,,,,,0.380335278,,,,,,,,,,,,,,,,,2.704
IND,2018,54.5,55.4,47.2,54.3,79.4,77.7,13.2,56.4,41.8,75.9,72.4,40.0,40.0,6.570015175,7.406234333,5.278935328,7.997171726,6.193763873,5.958164823,58.6,,,2573.1194,1.871823689,,165.4510689,,,,,,46.13999939,512128000000.0,2588970000000.0,6.453851345,1883.357727,5.292119719,2561460000000.0,6.467464836,1863.340177,5.31390305,34.5,28.4,3.4,0.17070585,13.1,39.3,46.9,82.7,,32.4,6.7,,,,,,,7.2,,,7.652
IDN,2018,64.2,49.3,42.8,45.2,83.7,90.7,89.4,57.3,50.3,81.6,80.5,40.0,60.0,7.109784792,8.539824031,4.675108332,9.3906979,7.177035316,5.764538744,78.9,,,597.4767,2.2132714,,146.7298984,11.09690111,2.634662333,43.16608896,68.76690762,7.599788944,50.90999985,207779000000.0,999179000000.0,5.17429154,3701.321555,4.159300139,968932000000.0,5.354495998,3589.2782,4.337765523,36.3,28.5,3.1,3.05732315,6.2,25.6,25.4,64.6,9.8,28.1,10.3,1.18,0.82,22.36,13.45,4.74,0.91,5.3,93.4963,6.97,4.387
IRN,2018,50.9,32.5,32.6,35.3,81.0,91.1,91.7,64.3,58.2,59.8,54.5,0.0,10.0,4.590086207,6.031770572,3.327293802,6.353145829,2.667943678,4.556695138,96.6,,,661.2495,7.678412357,,393.7816296,,,8.715633307,17.11163757,,61.20523071,97719132749.0,449135000000.0,-1.838007571,5215.34607,-3.081867017,433190000000.0,-1.456284538,5030.187887,-6.786600206,37.4,29.1,2.7,0.804553421,0.9,6.7,4.3,24.4,,20.8,12.4,0.55,2.03,1.48,11.72,17.0,3.7,2.9,,,12.195
IRQ,2018,,36.7,23.4,11.4,,45.4,11.9,59.1,69.8,79.2,,,,5.297727273,5.590805982,2.111557278,7.930170466,5.415211644,5.534743772,99.1,,,178.471,4.432341592,,119.8571739,,,,,,32.31861877,60034855351.0,191222000000.0,2.633850991,4749.009218,0.267762551,189584000000.0,2.546017212,4708.346173,0.181953663,,,,0.0,,,,,,,,,,,,,,,,,13.49
IRL,2018,80.4,87.7,79.0,79.0,76.1,69.6,80.8,81.8,76.4,87.4,86.9,90.0,70.0,8.199775841,6.607107388,7.848947053,9.276974589,8.950425598,8.3038327,100.0,,,37.1697,7.63659068,,105.5719402,,,,,,87.62763214,458740000000.0,362262000000.0,7.544341908,74427.55207,6.220220498,269100000000.0,4.982874514,55287.18502,3.627628551,30.6,25.1,3.6,2.332110624,0.0,0.1,0.1,0.1,,8.5,7.1,,,,,,,0.6,,,5.741
ISR,2018,72.2,78.2,61.2,83.1,60.9,51.8,79.0,71.8,65.1,85.3,85.5,75.0,70.0,7.579812081,6.055238758,6.148642387,9.656239608,8.712017612,7.326445017,100.0,,,63.5777,7.157394065,,107.2737632,,,,,,90.35070801,107309000000.0,342868000000.0,4.074476006,38599.1089,2.088545479,343714000000.0,4.526810026,38694.28742,1.894325789,38.6,27.2,1.9,0.032551937,0.4,1.0,1.0,3.2,,22.5,20.5,0.09,1.91,0.11,15.12,12.81,2.61,1.2,,,3.917
ITA,2018,62.5,71.2,40.1,60.9,55.2,24.1,68.2,70.3,50.3,88.2,86.9,85.0,50.0,7.499612725,5.780518923,6.457767884,9.158649203,8.918944994,7.191731357,100.0,,,340.6089,5.637189317,,109.9515203,,,,,,81.94302368,592302000000.0,1913890000000.0,0.826646697,31675.5758,1.018463722,1935700000000.0,1.373325798,32036.4922,1.525913602,35.2,25.9,1.9,8.794648495,1.3,1.9,2.1,3.2,20.1,17.1,15.2,,,,,,,1.8,,,10.61
JAM,2018,69.1,60.9,39.4,56.6,80.0,77.2,79.5,78.7,74.5,82.0,70.8,80.0,50.0,7.499754434,8.054456362,5.585186971,8.968972981,7.217093375,7.682338372,79.8,,,8.6608,3.071100037,,156.3845633,,,,,,92.33769989,4961587348.0,14802051873.0,1.889923681,5248.774022,1.733372669,14233373999.0,0.896808145,5047.122138,0.741783027,35.6,27.6,2.9,0.754597261,0.1,1.9,0.6,9.1,12.6,17.2,12.0,,,,,,,2.0,81.0188,19.13,5.47
JPN,2018,72.3,86.0,79.2,73.2,67.4,54.1,49.3,81.7,79.2,85.4,82.3,70.0,60.0,8.029835651,6.147368886,7.883435853,9.667207499,8.371495214,8.089571922,100.0,,,1179.2176,9.299016647,,104.99209,,,,,,,871296000000.0,4582760000000.0,0.643391023,36138.52908,0.771168471,4735400000000.0,0.737163569,37342.20132,0.131644457,,,,8.233762209,,,,,,,,,,,,9.7,1.7,,,,2.467
JOR,2018,64.9,57.6,51.9,57.3,92.4,69.4,27.7,63.0,58.9,88.7,82.0,70.0,60.0,7.369945504,7.840146803,4.034938187,9.412528041,7.901760648,7.683629484,99.9,,,25.2569,2.414085384,,124.6547393,,,,,,80.94999695,,41103996750.0,1.919070913,3928.770268,-0.302781678,,,,,,,,35.5909103,,,,,15.7,,,,,,,6.36,1.25,,80.8644,,18.257
KAZ,2018,69.1,56.0,44.6,58.1,92.6,85.3,87.3,74.3,86.8,68.2,75.6,50.0,50.0,7.139637681,8.038582803,5.447512407,8.55161406,6.756806326,6.906083988,93.4,,,228.893,12.08980619,,179.7173443,,,,,,99.45999908,59438888129.0,202016000000.0,4.099999993,10670.21201,2.556066908,172488000000.0,1.387066149,9110.579377,-0.116630736,27.8,23.4,4.3,1.049212486,0.1,2.4,0.5,14.3,4.3,10.1,3.8,0.01,1.18,0.02,9.57,2.61,0.13,2.5,87.58681,,4.85
KEN,2018,54.7,47.9,27.5,44.0,78.5,77.5,14.1,55.5,62.9,74.0,69.8,55.0,50.0,6.760087848,7.356944463,4.476836565,8.888184239,6.500761108,6.558946278,18.1,,,19.1136,0.380695108,,180.5147893,,,,,,,10474968708.0,80165208728.0,5.647946407,1596.690459,3.524047815,78901510236.0,6.073105401,1571.520746,3.940659604,,,,0.804183961,,,,,,,,,,,,,,,,,4.284
KIR,2018,50.8,45.0,37.9,35.3,72.4,0.0,98.5,53.1,71.6,82.0,58.2,25.0,30.0,,,,,,,9.3,,,0.0806,0.660201173,,102.3910331,,,,,,69.70217133,20282804.96,220233266.4,3.4794388,1803.948645,1.946114984,384851744.6,1.693593198,3152.352025,0.186731447,,,,11.81790064,,,,,,,,,,,,,,,,,
PRK,2018,5.8,29.8,25.2,5.0,0.0,0.0,0.0,5.0,5,0.0,0.0,0.0,0.0,,,,,,,10.6,,,66.427,2.561668406,,,,,,,,87.58218384,,,,,,,,,,,,,0.022085517,,,,,,,,,,,,,,,,,2.757
